"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","SEP_CATEGORY_CODE","SEP_CATEGORY_DESC","SEP_ID","SEP_TEXT","SEP_AMT"
"160132","05-2005-7981","600011250","EEC","Pollution Prevention/Energy Efficiency-Conservation","600002453","$200,000 for improved traffic flow in Lima 
$50,000 for new infrared camera technology to detect leaks from refinery equipment 
$675,000 for additional VOC emission reductions at the Lima refinery","925000"
"139574","05-2005-8253","59694","ETM","Pollution Prevention/Equipment-Technology Modification","7810","Antigo will install a system to control the amount and timing of pH effluent flow released by the facility to the City of Antigo's water treatment facility.","82810"
"140048","05-2005-9002","1800022482","PRD","Pollution Reduction","2200000320","1.  Conversion of wet spray paint booth to dry coating, will eliminate VOC emissions.  2.  Retrofit buses in the Coshocton, OH area, focusing on school buses and EJ communities. (Valued at $90,000) ","3590000"
"166006","05-2006-0015","59575","RMS","Pollution Prevention/Raw Materials Substitution","7727","Respondent agrees to purchase lower lead containing radiator tubing at a higher cost for a minimum period of 2 years","79703"
"167836","05-2006-0026","59849","PBH","Public Health","7852","Window replacement project.  Will replace 52 windows at four properties.","25495"
"600002099","05-2006-0068","600000553","OTH","Other Program Specific SEP","600000080","Donate 300 cases of Digasan waterless hand sanitizer for a total of 21,600 bottles, to American Red Cross","25600"
"200000757","05-2006-0092","200000155","PBH","Public Health","200000120","Respondents will complete a Window Replacement Project designed to protect tenants from potential lead-based paint hazards by replacing a total of 17 windows in the rental property.","6075"
"600010155","05-2006-0109","600003759","PRD","Pollution Reduction","600000510","Respondents must complete a Window Replacement Project designed to protect tenants from potential lead-based paint hazards by replacing a total of 18 windows in the rental property at 3843 N. Morris Boulevard, Shorewood, Wisconsin 53211.  ","5371"
"600011242","05-2006-0111","600004101","PBH","Public Health","600000591","Respondents agree to complete a Supplemental Environmental Project to be used to perform laboratory testing of consumer products that are likely to contribute to lead exposure in children in Chicago.  ","11000"
"600004776","05-2006-0120","600001601","EPP","Emergency Planning and Preparedness","600000280","Installation and maintenance of Chemical Management Software at Swagelok facilities","137337"
"600004776","05-2006-0120","600001601","AAD","Assessments and Audits","600000281","Swagelok's Order Fulfillment Center will implement and obtain full ISO 14001 certification","73771"
"600004746","05-2006-0154","600009549","PRR","Pollution Prevention/Product Reformulation/Redesign","600002105","The company will reduce the use of lead and manganese containing  alloys at its Park Rapids, MN facility.  This will be accomplished by changing the raw materials used in the manufacturing process aznd installing new tooling needed to process the new raw material.  Lead usage will be reduced at least 1,583 pounds per year and manganese usage will be reduced at least 452 pounds per year.","91034"
"600012511","05-2006-0311","3600091647","PRD","Pollution Reduction","3600006624","Capping of a designated portion of the sediment bed in the Hydraulic Canal adjacent to the former STM property located at 810 Front Street, Middleton, OH","200000"
"166666","05-2006-2007","59693","OTH","Other Program Specific SEP","7809","The City of Milwaukee will identify tax delinquent properties with petroleum contamination.  The City will then chose several sites and perform a phase II environmental investigation to help address redevelopment of the property.  The intent of the SEP is to reduce the stigma associated with petroleum contaminated sites and help make the properties financially attractive for redevelopment.","51855"
"600007317","05-2006-2734","600010052","PRD","Pollution Reduction","600002182","Purchase and retire emission credits.","47625"
"600015498","05-2006-3638","1400001679","ETM","Pollution Prevention/Equipment-Technology Modification","1400000306","Merit Energy Company will replace two natural gas fired internal combustion (IC) compressor engines (one each at Mayfield 19 and Cleon 11 facilities) with electric compressor drives, thus eliminating the emissions from the IC engines in the Manistee 23 air shed.

Manistee 23 is located in Manistee County, Michigan (NW/4 of SE/4 Section 23, Township 22 North, Range 16 West).  The Cleon 11 facility is also located in Manistee County, approximately 22 miles from Manistee 23 (Section 11, Township 24 North, Range 13 West).  The Mayfield 19 facility is located in Grand Traverse County approximately 31 miles form Manistee 23 (Section 19, Township 25 North, Range 11 West).  The third SEP facility is called Brown 7.  It is located in Manistee County, 4 miles from Manistee 23, in Section 7, Township 22 North, Range 15 West.  
","1117954"
"160396","05-2006-3644","58568","OTH","Other Program Specific SEP","8229","Respondent must work with the ES EPA and the Louisiana Department of Environmental Quality through deployment of Respondent's own personnel and expertise, as well as supporting contractors, in locating, identifying and taking appropriate action with respect to industrial gas cylinders that were lost, dispersed, delabeled and deposited throughout the Gulf Region following Hurricane Katrina.  Specifically, Respondent will remove compressed cylinders at the 510 overpass site.","95580"
"163250","05-2006-3651","200000284","EPP","Emergency Planning and Preparedness","200000182","Westway Terminals Company, Inc. will purchase and donate aqueous film-forming foam for the City of Riverdale Fire Department and various emergency response test strips for the City of Chicago Fire Department.","4000"
"163277","05-2006-3652","200000004","ETM","Pollution Prevention/Equipment-Technology Modification","200000000","Within 12 months of effective of this CAFO, Respondent will purchase and install a new scrubber and associated equipment at the Zeeland, MI facility.","70625"
"166419","05-2006-3663","59659","PRD","Pollution Reduction","7767","The Respondent has agreed to install an 8-foot high fence along the dock area, remove access to the facility from the river by sealing up all doors and windows in the dock house, installing barbed wire around  C  and 101 dikes, installing a gate and fence for dike and tank 103, assist the US Coast Guard during an exercise on the Rouge River in Spring 2005 and conduct an environmental audit of their facility.","22557.7"
"166877","05-2006-3667","59720","ETM","Pollution Prevention/Equipment-Technology Modification","7814","Thorworks will conduct periodic audits of their environmental programs for calendar years 2006 and 2007. Thorworks will design and build a pilot plant for asphalt sealers  which will be completed during calendar year 2006.  Thorworks will purchase and install during 2006 a card board bailer to reduce the amount of cardboard waste generated.  Thorworks will provide training to the local fire department for calendar years 2006 and 2007.","42449"
"170936","05-2006-3676","60336","EPP","Emergency Planning and Preparedness","8128","Within 6 months the respondent must redirect the airflow in emergency situations from the chlorine room emergency exhaust fan directly into a lime-coated baghouse.  To accomplish this, respondent will install a duct above the chlorine room up blast fan and route it to an existing lime-coated baghouse.","14911"
"175292","05-2006-3681","60845","OTH","Other Program Specific SEP","8409","Respondent will remove and remediate 85 Class V cylinders, high hazard, difficult to manage or dispose of cylinders, cylinders with questionable integrity concerns, acetylene cylinders, flammable gas cylinders and inert gas cylinders at the Fort Jackson site.  This is part of the Louisiana hurricane cleanup.","23225"
"200000876","05-2006-3690","600007052","EPP","Emergency Planning and Preparedness","600001451","Respondent will purchase and donate emergency response turnout equipment to the Dwight Fire Department.","23150"
"600000448","05-2006-3695","600009793","ETM","Pollution Prevention/Equipment-Technology Modification","600002150","Respondent agrees to perform the following two projects:
1. By March 15, 2007, at a cost of $7000, respondent agrees to install three intermediate pressure relief valves on the ammonia refrigeration systems for three product storage silos at its Farmington facility.
2. By March 15, 2007, at a cost of $34000, respondent will install four new sensors to monitor for ammonia releases and which produces an audible alarm in the event of leakage and install three new ammonia sensors at the discharge points of the three existing PRVs which vent to the atmosphere - at their Rochester facility.","41000"
"160003","05-2006-5015","58460","OTH","Other Program Specific SEP","7241","Develop the I&M Canal Path for recreational purposes (i.e., hiking, fishing, canoeing, and to promote the interconnection of the path with existing community bike paths).","80000"
"172948","05-2006-5018","60584","PPM","Pollution Prevention/Process-Procedure Modification","8248","1.) Enhanced LDAR Program & 2.) Hybrid Vehicle Replacement","0"
"172948","05-2006-5018","60584","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","8248","1.) Enhanced LDAR Program & 2.) Hybrid Vehicle Replacement","0"
"172948","05-2006-5018","60584","PRD","Pollution Reduction","8248","1.) Enhanced LDAR Program & 2.) Hybrid Vehicle Replacement","159000"
"172948","05-2006-5018","60584","AAD","Assessments and Audits","8248","1.) Enhanced LDAR Program & 2.) Hybrid Vehicle Replacement","0"
"172948","05-2006-5018","60584","ETM","Pollution Prevention/Equipment-Technology Modification","8248","1.) Enhanced LDAR Program & 2.) Hybrid Vehicle Replacement","259300"
"173001","05-2006-5020","60597","PPM","Pollution Prevention/Process-Procedure Modification","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","138000"
"173001","05-2006-5020","60597","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","0"
"173001","05-2006-5020","60597","AAD","Assessments and Audits","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","0"
"173001","05-2006-5020","60597","ECP","Environmental Compliance Promotion","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","0"
"173001","05-2006-5020","60597","PRD","Pollution Reduction","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","0"
"173001","05-2006-5020","60597","OTH","Other Program Specific SEP","8250","Koppers will undertake an enhanced LDAR program designed to lower the number of equipment leaks and overall fugitive emissions at the Stickney facility.","0"
"175056","05-2006-5022","60821","ETM","Pollution Prevention/Equipment-Technology Modification","8389","1.) Pump/Piping Replacement & 2.) Enhanced LDAR Program","180200"
"175056","05-2006-5022","60821","PPM","Pollution Prevention/Process-Procedure Modification","8389","1.) Pump/Piping Replacement & 2.) Enhanced LDAR Program","0"
"175056","05-2006-5022","60821","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","8389","1.) Pump/Piping Replacement & 2.) Enhanced LDAR Program","0"
"175056","05-2006-5022","60821","PRD","Pollution Reduction","8389","1.) Pump/Piping Replacement & 2.) Enhanced LDAR Program","0"
"200004583","05-2006-5031","200000760","ETM","Pollution Prevention/Equipment-Technology Modification","200000462","Ashland will replace 9 existing pumps in HAP/VOC service with 9 new, magnetically driven pumps. The magnetically driven pumps have no externally actuated shaft penetrating the pump housing, which will greatly reduce the potential for leaks from the pumps, as well as exempt them from weekly visual inspections under the regulation. Five of these pumps are regulated under the MACT, and the remaining four are part of the facility's acrylic manufacturing process. Ashland has committed to spend at least $154,400 to complete this project.","113506"
"600014620","05-2006-5042","3400011286","EPP","Emergency Planning and Preparedness","3400002101","1.	The installation of the required valves, valve actuators, instrumentation, piping, foundations and fuel storage tanks necessary for a back-up diesel-powered air compressor on the main instrument air supply header to all polymerization lines.  This SEP will cost PolyOne approximately $250,000 to install and will be completed within six months after the effective date of the Decree.

	2.	The installation of the required valves, valve actuators, instrumentation, piping, foundations and fuel storage tanks necessary for a back-up diesel-powered generator to supply power to the existing cooling water pumps or chilled water pumps to maintain circulation to all polymerization lines.  This SEP will cost PolyOne approximately $250,000 to install and will be completed within six months after the effective date of the Decree.

	3.	The installation of the required valves, valve actuators, instrumentation, piping, instrument air supply and tanks necessary to create an automated chemical addition (short stop) system to cease the polymerization process for all the active polymerization reactors on the Dispersion Resin Line No. 1.  This SEP will cost PolyOne approximately $300,000 to install and will be completed within six months after the effective date of the Decree.

All of these SEPs are intended to eliminate or minimize the accidental release of vinyl chloride to the environment due to an interruption in service to main electrical power supply and the back-up power supply to the Henry facility.  In essence, these SEPs are a back-up system to their existing back-up system with the intention of avoiding the need for a manual shutdown of their processes during a power failure at the facility.
","800000"
"600014680","05-2006-5043","600004548","PRD","Pollution Reduction","600000830","Installation of Low NOx burners on furnaces within the facility and retrofit of diesel engines on municipal vehicles. ","348622"
"600008958","05-2006-5089","600003406","ETM","Pollution Prevention/Equipment-Technology Modification","600000450","ADM will be replacing 58 pumps and 15 agitators in organic HAP service (Methanol) to seal-less technology such as to eliminate any form of fugitive emissions from these Leak Detection and Repair (LDAR) components.  Additionally, ADM will undertake a 2-year enhanced LDAR program, which will require ADM to perform more frequent monitoring of valves, connectors, pumps, agitators, repair leaks at a lower leak concentrationb threshhold, perform a root-cause anaylysis, develop a corrective action plan based on the results of the root-cause analysis, and establish internal audit procedures.","1045000"
"600008958","05-2006-5089","600003406","AAD","Assessments and Audits","600000450","ADM will be replacing 58 pumps and 15 agitators in organic HAP service (Methanol) to seal-less technology such as to eliminate any form of fugitive emissions from these Leak Detection and Repair (LDAR) components.  Additionally, ADM will undertake a 2-year enhanced LDAR program, which will require ADM to perform more frequent monitoring of valves, connectors, pumps, agitators, repair leaks at a lower leak concentrationb threshhold, perform a root-cause anaylysis, develop a corrective action plan based on the results of the root-cause analysis, and establish internal audit procedures.","0"
"600008958","05-2006-5089","600003406","PRD","Pollution Reduction","600000450","ADM will be replacing 58 pumps and 15 agitators in organic HAP service (Methanol) to seal-less technology such as to eliminate any form of fugitive emissions from these Leak Detection and Repair (LDAR) components.  Additionally, ADM will undertake a 2-year enhanced LDAR program, which will require ADM to perform more frequent monitoring of valves, connectors, pumps, agitators, repair leaks at a lower leak concentrationb threshhold, perform a root-cause anaylysis, develop a corrective action plan based on the results of the root-cause analysis, and establish internal audit procedures.","0"
"173724","05-2006-6000","60719","PRD","Pollution Reduction","8288","New ductwork, upgraded capture hoods and the full-time use of an additional four compartment baghouse will be utilized in the rotary furnace casthouse at a total cost of $780,000.  These upgrades will decrease fugitive lead and particulate matter emissions from the roof by creating an additional 30,000 cubic feet per minute of suction through the newly utilized baghouse.   This will reduce lead emissions by 2,079 pounds per year, and total particulate emissions by 115,731 pounds per year.  (These reductions are based upon a 99 percent reduction of lead fugitive emissions reported to the Toxic Release Inventory at 2,100 pounds per year.  The total particulate emissions were calculated using the ratio of the amount of lead and total particulate emissions measured during the January 16, 2003, stack test, which resulted in 0.03 pounds/hour of lead and 1.67 pounds/hour of particulate.)","0"
"173724","05-2006-6000","60719","ETM","Pollution Prevention/Equipment-Technology Modification","8288","New ductwork, upgraded capture hoods and the full-time use of an additional four compartment baghouse will be utilized in the rotary furnace casthouse at a total cost of $780,000.  These upgrades will decrease fugitive lead and particulate matter emissions from the roof by creating an additional 30,000 cubic feet per minute of suction through the newly utilized baghouse.   This will reduce lead emissions by 2,079 pounds per year, and total particulate emissions by 115,731 pounds per year.  (These reductions are based upon a 99 percent reduction of lead fugitive emissions reported to the Toxic Release Inventory at 2,100 pounds per year.  The total particulate emissions were calculated using the ratio of the amount of lead and total particulate emissions measured during the January 16, 2003, stack test, which resulted in 0.03 pounds/hour of lead and 1.67 pounds/hour of particulate.)","525737"
"173763","05-2006-6002","60723","ETM","Pollution Prevention/Equipment-Technology Modification","8289","Install online density meters and enclosed filters","116601"
"200003792","05-2006-6003","200000621","ETM","Pollution Prevention/Equipment-Technology Modification","200000362"," PCI will design, construct, and implement three (3) SEP projects.  There are two Solid Distallation System (SDS) projects, which both both relate to the flow of materials (combination of metal and fine carbon dust) exiting the SDS kiln.  The SDS projects significantly reduce one production process waste stream (Chilled Auger Project) and greatly reduce a second PM fugitive emission source (Shaker Screen Baghouse Project).  
The Tank Farm Project relates to PCI recessing of liquid hazardous waste by vacumming material from drums and other containers, generally to be processed into fuels.  Exhaust gases from the vacuum mechanism drawn from the heads of certain tanks contain volatile organics, which will be recaptured by implementation of the Tank Farm Project, reducing the reliance on carbon filters.
","99097"
"200003792","05-2006-6003","200000621","PPM","Pollution Prevention/Process-Procedure Modification","200000362"," PCI will design, construct, and implement three (3) SEP projects.  There are two Solid Distallation System (SDS) projects, which both both relate to the flow of materials (combination of metal and fine carbon dust) exiting the SDS kiln.  The SDS projects significantly reduce one production process waste stream (Chilled Auger Project) and greatly reduce a second PM fugitive emission source (Shaker Screen Baghouse Project).  
The Tank Farm Project relates to PCI recessing of liquid hazardous waste by vacumming material from drums and other containers, generally to be processed into fuels.  Exhaust gases from the vacuum mechanism drawn from the heads of certain tanks contain volatile organics, which will be recaptured by implementation of the Tank Farm Project, reducing the reliance on carbon filters.
","0"
"600010963","05-2006-6006","1800002922","ETM","Pollution Prevention/Equipment-Technology Modification","1800000746","Facility will be upgrading at least 25 pumps to dual-mechanical seals with alarms, such that they will not generate fugitive HAP emissions. ","705000"
"600015396","05-2006-6008","3000003443","PRD","Pollution Reduction","3000000540"," The facility will be routing Hazardous Air Pollutant (HAP) emissions from a Group 2 process vent subject to the Hazardous Organic NESHAP to a thermal oxidizer.  SABIC is not otherwise required to control the emissions from this vent, thus reducing 4 tons of HAP.

This case also includes a mitigation project that will be incorporated in the injunctive relief section.*
","1300000"
"600003390","05-2006-8216","600004961","ERP","Environmental Restoration and Protection","600000930","Purchase and donation of a 97 acre site to restore no less than 20 acres of additional wetlands, over and above mitigation that is required.  The entire 97 acre parcel will be managed and protected in perpetuity by a metro-park district.","100000"
"170142","05-2006-9506","600013415","ETM","Pollution Prevention/Equipment-Technology Modification","600002607","Install a demister and puff chamber on the existing regenerative thermal oxidizer, and paint tanks white to reduce heating, and thus volatilization, in the summer. The demister removes moisture which contains VOC/HAP so it is not volatilized and doesn't lower the oxidizer temperature, reducing destruction efficiency. The puff chamber captures and burns the small puff of uncontrolled organic material when the regenerative valve switches back and forth.","550043"
"600006263","05-2006-9914","600002268","PRD","Pollution Reduction","600000323","Install polypropylene liner in containment pit sump/electric sump pump and piping to process tank for recycling","1667"
"600006263","05-2006-9914","600002268","ETM","Pollution Prevention/Equipment-Technology Modification","600000323","Install polypropylene liner in containment pit sump/electric sump pump and piping to process tank for recycling","814"
"600010784","05-2006-9916","600012900","EEC","Pollution Prevention/Energy Efficiency-Conservation","600002498","THE RESPONDENT SHALL DEVELOP A COMPREHENSIVE EMS FOR ITS NORTH AMERICAN OPERATIONS PREPARED IN ACCORDANCE WITH, AND INCLUDING, THE TWELVE KEY ELEMENTS PRESENTED IN EPA'S COMPLIANCE-FOCUSED ENVIRONMENTAL MANAGEMENT SYSTEM - ENFORCEMENT AGREEMENT GUIDANCE ( GUIDANCE ), EPA-330/9-97-002R, A COPY OF WHICH IS ATTACHED HERETO AND INCORPORATED HEREIN.","155000"
"600029108","05-2007-0041","600007593","PRD","Pollution Reduction","600001651","Respondent will complete a Window Replacement Project designed to protect tenants from potential lead-based paint hazards by replacing windows in the rental property at 920 61st Street, Kenosha, Wisconsin.","8663"
"600034647","05-2007-0050","600008485","PRD","Pollution Reduction","600001896","Respondent will provide a check in the amount of $12,125 to a not-for-profit organization to abate and/or mitigate lead-based paint hazards in residential housing where one or more children reside in Chicago. ","12125"
"600035477","05-2007-0051","600008494","PRD","Pollution Reduction","600001901","Respondent must complete a Window Replacement Project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows in target housing.  Respondent must spend at least $37,194 to complete the Window Replacement Project. ","39257"
"600040457","05-2007-0053","600008846","PRD","Pollution Reduction","600001954","Respondent must complete a lead-based paint (LBP) hazard abatement project designed to protect tenants from potential LBP hazards by abating LBP hazards in a number of residential properties, primarily single-family homes in Youngstown, Ohio.  The hazard abatement project is designed to permanently eliminate LBP and may include, but is not limited to, window replacement, the removal of LBP, the permanent enclosure or encapsulation of LBP, and the replacement of LBP surfaces or fixtures. ","68500"
"600040516","05-2007-0060","600008849","PRD","Pollution Reduction","600001955","Respondent must complete a window replacement project designed to protect against potential lead-based paint hazards by replacing a total of eleven (11) windows in the residential property located at 115 East Maynard Avenue, Columbus, Ohio.","9148"
"600040877","05-2007-0063","600010510","PBH","Public Health","600002246","Replace twelve windows in two houses to reduce hazards of lead based paint","8475"
"600044392","05-2007-0072","600009177","ETM","Pollution Prevention/Equipment-Technology Modification","600002055","Respondent will reduce the use of lead by installing soldering equipment, including two reflow ovens and one wave soldering machine, that does not use lead.","200000"
"600057754","05-2007-0115","600010468","PRD","Pollution Reduction","600002244","Respondent must complete a Window Replacement Project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows in rental property owned by Respondent located at 176-178 Upland Avenue, Youngstown, Ohio.","6611"
"600058377","05-2007-0116","600010507","PRD","Pollution Reduction","600002245","Respondent modified its fertilizer receiving area to decrease fertilizer loss and to reduce rainwater entry. ","9000"
"600059144","05-2007-0119","600010638","PRD","Pollution Reduction","600002312","The Parties have entered into a written agreement with the Greater Detroit Area Health Council, CLEARCorpsDetroit (GDHAC/CCD) under which the parties will provide $32,400 to fund the SEP.  The SEP will be conducted by the GDAHC/CCD, a not for profit organization.  GDAHC/CCD will expend all funds by abating and/or mitigating lead-based paint hazards in residential housing where one or more children reside.","16200"
"600060132","05-2007-0124","600010861","ERP","Environmental Restoration and Protection","600002289","Donation of 35,850 lbs. of rodenticide to Island Conservation and Ecology Group for elimination of black rats from Alaskan Maritime Preserve. ","80000"
"600060133","05-2007-0125","1000001549","OTH","Other Program Specific SEP","1000000340","Window replacement","10000"
"600061678","05-2007-0137","600011070","PRD","Pollution Reduction","600002314","The Parties have entered into a written agreement with the Greater Detroit Area Health Council, CLEARCorpsDetroit (GDHAC/CCD) under which the parties will provide $32,400 to fund the SEP.  The SEP will be conducted by the GDAHC/CCD, a not for profit organization.  GDAHC/CCD will expend all funds by abating and/or mitigating lead-based paint hazards in residential housing where one or more children reside.","16200"
"600064948","05-2007-0147","600011467","PRD","Pollution Reduction","600002325","Respondent must complete a Window Replacement Project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows in the rental property at 811 60th Street, Kenosha, Wisconsin.","19612"
"600065307","05-2007-0149","600011545","PRD","Pollution Reduction","600002333","Change windowns in two properties","6794"
"600065320","05-2007-0151","600011541","PRD","Pollution Reduction","600002331","Respondent will complete a window replacement project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows in the rental property at 8274 Main Street, Kinsman, Ohio.","11371"
"600065333","05-2007-0152","600011542","PRD","Pollution Reduction","600002332","Respondent will complete a window replacement project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards (LBP) by replacing windows in the rental property at 1610 SE Francis Avenue, Grand Rapids, Michigan. ","11100"
"600065453","05-2007-0153","600011554","PBH","Public Health","600002335","Respondent will fund the abatement/mitigation of lead based paint hazards in housing units around the Holland, Michigan area.  ","11509"
"600066318","05-2007-1010","2600005256","OTH","Other Program Specific SEP","2600000840","Convert 6 new city fleet vans to natural gas, install two  fuel making  stations, retire 6 traditional gasoline fuel city fleet vans.","210000"
"600024085","05-2007-3709","600006585","ETM","Pollution Prevention/Equipment-Technology Modification","600001272","At its Chicago Heights facility, respondent must, within 25 weeks of the effective date of the CAFO, purchase and install replacement sulfuric acid piping.  The new piping will be constructed of alloy 20 stainless steel.

Within 10 weeks of the effective CAFO date, respondent must purchase and install a remote monitoring and alarm system for the sulfuric acid tank. ","24737"
"600034644","05-2007-3715","600008366","ETM","Pollution Prevention/Equipment-Technology Modification","600002370","Respondent will install two separate release alarm and/or shutdown systems.  The first is an ammonia shutdown system installed on the facility's extensive refrigeration system.  The second is a pH detection and alarm system for the facility's wastewater stream.","16928.75"
"600035288","05-2007-3716","600008477","PBH","Public Health","600001895","Respondent agrees to install a Powell UniPro Valve Closure System for its 90-ton rail car by 3/1/2007.","35607"
"600040509","05-2007-3720","600013153","PRD","Pollution Reduction","600002547","Within 90 days of effective date of CAFO, Respondent will complete installation of a vibratory screen and centrifugal pump to reduce carbon dioxide emissions.","28202"
"600041042","05-2007-3722","600008900","ETM","Pollution Prevention/Equipment-Technology Modification","600001974","By August 31, 2007 Respondent will install at its Mark Center location a 12 foot by 50 foot concrete pad that is 8 inches thick and a 1500 gallon septic tank to contain any spills from semi-trailers during unloading, and two poles and five directional lights to improve site security.  Respondent will install at its Hicksville location a 20 foot by 20 foot concrete pad at the dry handling area and a 20 foot by 20 foot pad at the liquid product handling area.","19227"
"600043526","05-2007-3726","600009095","EPP","Emergency Planning and Preparedness","600002037","Snappy Apple Farms will purchase and donate the following equipment to the Casnovia Township Fire Department and Rescue:  2 mobile weather stations, 4 binoculars, 16 road block devices, gas cartridges for 15 SCBAs, 2 stationary weather stations.  Snappy Apple Farms will pay for computer training on hazardous materials inventory as well as mapping and plotting sites.","4581"
"600048305","05-2007-3730","600009509","ETM","Pollution Prevention/Equipment-Technology Modification","600002103","Owens Corning will remove the trichloroethylene degreaser and replace the degreaser unit with an Entron system.  Owens Corning will properly dispose of the old equipment and chemicals.","17966"
"600048973","05-2007-3731","600009579","EPP","Emergency Planning and Preparedness","600002106","Respondent must add additional ammonia detectors and connect all their detectors to an alarm system.  Respondent must continuously use or operate this system for five years following its installation.","29925"
"600053184","05-2007-3738","600010003","ETM","Pollution Prevention/Equipment-Technology Modification","600002173","This SEP consists of two projects:  1.) Replace the diesel containment area's secondary containment with a polypropylene containment basin;  2.)  Upgrade the spent pickle liquor containment area with a polypropylene bed liner.","72082"
"600065897","05-2007-3933","3000003042","AAD","Assessments and Audits","3000001562","BP will conduct fenceline monitoring and provide the data publicly to the neighboring citizens,","2000000"
"600047935","05-2007-5049","600009474","PRR","Pollution Prevention/Product Reformulation/Redesign","600002102","MC-54 Reformulation - Respondent shall plan and implement the MC-54 Reformulation Project at MAPEIs West Chicago, IL plant.  This includes process, equipment, and formulation changes in the polymer and spray dryer areas.  Major portions of the vinylic polymer solutions are processed through the spray-dryer and then packaged as a dry material.  The spray drying process heats the polymer solution (MC-54) and evaporates the remaining water content.  The process result is a vinyl acetate/vinyl versatate copolymer powder.  MAPEI will reduce the monomer emissions from the polymer and spray drying process by 1399 lbs by May 31, 2008.  
  
MC-302 & MC-341 Reformulation - Respondent shall plan and implement the MC-302 and MC-341 Reformulation Project for MAPEIs West Chicago, Illinois Plant.  Formula changes for products MC-302 and MC-341 will result in a decrease of Vinyl Acetate residual in the product.  MAPEI will decrease the residual monomer content of products MC-302 and MC-341 by 321 lbs by October 31, 2007.
","22000"
"600025718","05-2007-6011","600006879","PPM","Pollution Prevention/Process-Procedure Modification","600001391","Close a sludge drying pond.","313628"
"600061655","05-2007-6602","3400002252","ETM","Pollution Prevention/Equipment-Technology Modification","3400000400","CountryMark will perform a Supplemental Environmental Project (SEP) wherein it will spend $70,000 on EPA and/or CARB verified diesel retrofit and/or idle reduction technologies for school buses and/or non-school bus publicly owned vehicles located within 50 miles of the refinery.  Priority is given to school bus retrofits in Posey County, wherein the refinery is located.

In additional to the federal penalty and SEP, the State of Indiana chose to receive its entire penalty in the form of a state SEP, so CountryMark contributed $111,666 to fund the removal of regulated asbestos containing material from an old grain elevator in downtown Mount Vernon.
","181666"
"600065448","05-2007-6609","600011553","ETM","Pollution Prevention/Equipment-Technology Modification","600002334","Install a bag leak detection system that monitors each of the sixteen compartments of the Butler, Indiana facilitys baghouse that is used to control emissions from the facility's EAFs. This system will aid in the efficient operation of the baghouse, resulting in a reduction in the number and duration of excess opacity emissions and to decrease the time it takes to identify and alleviate the cause of such excess emissions. As a part of the integration of this system into the facility's baghouse monitoring system, SDI will also train it's baghouse operators to use this compartment leak detection system in addition to the baghouse's existing COM. The facility has agreed to use and maintain this system for at least five years.","155981"
"600033426","05-2007-9910","600011538","PBH","Public Health","600002329","Respondent agrees to install a new above-ground piping system at its facility to connect the truck loading/unloading area to the existing bulk tank storage farm, in accordance with the design specifications of a professional engineer.","200000"
"600073247","05-2008-0002","600012358","EPP","Emergency Planning and Preparedness","600002411","PPE for first responders","9500"
"600075883","05-2008-0007","600012664","PRD","Pollution Reduction","600002455","Respondent must complete a Window Replacement Project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing 17 windows and three doors in the rental property at 506 Woodlawn Avenue, S.E., Grand Rapids, Michigan.","7232"
"600082974","05-2008-0009","600013418","EEC","Pollution Prevention/Energy Efficiency-Conservation","600002608","Respondent will complete a lead abatement project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows and abating other lead-based paint hazards at two rental properties in Terre Haute, Indiana.","17450"
"600081727","05-2008-0028","600013327","ETM","Pollution Prevention/Equipment-Technology Modification","600002586","Replace CFC containing cooling system with non CFC cooling system and dispose of CFCs.","90000"
"600086412","05-2008-0042","600013940","PRD","Pollution Reduction","600002705","Respondent must complete a window replacement project and lead clearance sampling designed to protect tenants from potential lead-based paint hazards by replacing windows in a rental property.","4712"
"1400003659","05-2008-0123","1400000856","PRD","Pollution Reduction","1400000141","Remediation of 39 units in Evanston, Illinois","60984"
"1400001527","05-2008-0124","1400000285","PBH","Public Health","1400000120","Remediation of 2 units with a value of $7570. ","7570"
