"ACTIVITY_ID","CASE_NUMBER","ENF_TYPE_CODE","ENF_TYPE_DESC"
"65","01-1983-0007","CIV","Civil Judicial Action"
"66","01-1983-0008","CIV","Civil Judicial Action"
"67","01-1983-0010","CIV","Civil Judicial Action"
"68","01-1983-0030","CIV","Civil Judicial Action"
"69","01-1984-0001","CIV","Civil Judicial Action"
"70","01-1984-0003","CIV","Civil Judicial Action"
"71","01-1984-0004","CIV","Civil Judicial Action"
"72","01-1984-0005","CIV","Civil Judicial Action"
"74","01-1984-0007","CIV","Civil Judicial Action"
"76","01-1984-0009","CIV","Civil Judicial Action"
"77","01-1984-0010","CIV","Civil Judicial Action"
"78","01-1984-0011","CIV","Civil Judicial Action"
"79","01-1984-0012","CIC","Civil Contempt"
"80","01-1984-0013","CIV","Civil Judicial Action"
"81","01-1984-0014","CIV","Civil Judicial Action"
"82","01-1984-0015","CIV","Civil Judicial Action"
"84","01-1984-0017","CIV","Civil Judicial Action"
"86","01-1984-0019","CIV","Civil Judicial Action"
"87","01-1984-0020","BNK","Bankruptcy"
"88","01-1984-0021","CIV","Civil Judicial Action"
"89","01-1985-0001","CIV","Civil Judicial Action"
"90","01-1985-0002","CIV","Civil Judicial Action"
"92","01-1985-0005","CIV","Civil Judicial Action"
"93","01-1985-0006","CIV","Civil Judicial Action"
"94","01-1985-0007","CIV","Civil Judicial Action"
"95","01-1985-0008","CIV","Civil Judicial Action"
"96","01-1985-0009","CIV","Civil Judicial Action"
"97","01-1985-0011","CIV","Civil Judicial Action"
"98","01-1985-0012","CIV","Civil Judicial Action"
"100","01-1985-0014","CIV","Civil Judicial Action"
"101","01-1985-0015","CIV","Civil Judicial Action"
"102","01-1985-0016","CIV","Civil Judicial Action"
"103","01-1985-0017","CIV","Civil Judicial Action"
"104","01-1985-0019","CIV","Civil Judicial Action"
"105","01-1985-0020","CIV","Civil Judicial Action"
"107","01-1986-0004","CIV","Civil Judicial Action"
"108","01-1986-0005","CIV","Civil Judicial Action"
"109","01-1986-0006","CIV","Civil Judicial Action"
"110","01-1986-0008","CIV","Civil Judicial Action"
"111","01-1986-0009","CIV","Civil Judicial Action"
"112","01-1986-0010","CIV","Civil Judicial Action"
"113","01-1986-0011","CIV","Civil Judicial Action"
"114","01-1986-0015","CIV","Civil Judicial Action"
"115","01-1986-0016","CIV","Civil Judicial Action"
"118","01-1986-0020","CIV","Civil Judicial Action"
"119","01-1986-0021","CIV","Civil Judicial Action"
"120","01-1986-0022","CIV","Civil Judicial Action"
"121","01-1987-0001","CIV","Civil Judicial Action"
"122","01-1987-0002","CIV","Civil Judicial Action"
"123","01-1987-0004","CIV","Civil Judicial Action"
"124","01-1987-0005","CIV","Civil Judicial Action"
"125","01-1987-0006","CIV","Civil Judicial Action"
"126","01-1987-0007","CIV","Civil Judicial Action"
"127","01-1987-0008","CIV","Civil Judicial Action"
"128","01-1987-0009","CIV","Civil Judicial Action"
"129","01-1987-0010","CIV","Civil Judicial Action"
"130","01-1987-0011","CIV","Civil Judicial Action"
"131","01-1987-0012","CIV","Civil Judicial Action"
"132","01-1987-0013","CIV","Civil Judicial Action"
"133","01-1987-0014","PRN","Pre-Referral Negotiation"
"134","01-1987-0016","CIV","Civil Judicial Action"
"135","01-1987-0017","CIV","Civil Judicial Action"
"136","01-1987-0018","CIV","Civil Judicial Action"
"137","01-1987-0019","CIV","Civil Judicial Action"
"138","01-1987-0020","CIV","Civil Judicial Action"
"140","01-1988-0002","CIV","Civil Judicial Action"
"141","01-1988-0003","CIV","Civil Judicial Action"
"143","01-1988-0005","CIV","Civil Judicial Action"
"144","01-1988-0006","CIV","Civil Judicial Action"
"145","01-1988-0007","CIV","Civil Judicial Action"
"146","01-1988-0008","CIV","Civil Judicial Action"
"147","01-1988-0009","CIV","Civil Judicial Action"
"148","01-1988-0010","CIV","Civil Judicial Action"
"150","01-1988-0012","BNK","Bankruptcy"
"152","01-1988-0014","PRN","Pre-Referral Negotiation"
"153","01-1988-0015","CIV","Civil Judicial Action"
"154","01-1988-0016","CIV","Civil Judicial Action"
"155","01-1988-0017","CIV","Civil Judicial Action"
"156","01-1988-0018","CIV","Civil Judicial Action"
"158","01-1988-0020","CIV","Civil Judicial Action"
"159","01-1988-0021","PRN","Pre-Referral Negotiation"
"160","01-1988-0022","CIV","Civil Judicial Action"
"161","01-1988-0023","CIV","Civil Judicial Action"
"162","01-1988-0024","CIV","Civil Judicial Action"
"163","01-1988-0025","CIV","Civil Judicial Action"
"164","01-1988-0026","CIV","Civil Judicial Action"
"166","01-1989-0002","CIV","Civil Judicial Action"
"167","01-1989-0003","CIV","Civil Judicial Action"
"168","01-1989-0004","CIV","Civil Judicial Action"
"169","01-1989-0005","CIV","Civil Judicial Action"
"170","01-1989-0007","CIV","Civil Judicial Action"
"171","01-1989-0008","CIV","Civil Judicial Action"
"172","01-1989-0009","CIV","Civil Judicial Action"
"173","01-1989-0010","CIV","Civil Judicial Action"
"174","01-1989-0011","CIV","Civil Judicial Action"
"175","01-1989-0012","CIV","Civil Judicial Action"
"176","01-1989-0013","CIV","Civil Judicial Action"
"177","01-1989-0014","CIV","Civil Judicial Action"
"178","01-1989-0015","PRN","Pre-Referral Negotiation"
"179","01-1989-0016","BNK","Bankruptcy"
"180","01-1989-0017","CIV","Civil Judicial Action"
"181","01-1989-0018","CIV","Civil Judicial Action"
"182","01-1989-0019","CIV","Civil Judicial Action"
"183","01-1989-0020","CIV","Civil Judicial Action"
"184","01-1989-0021","CIV","Civil Judicial Action"
"185","01-1989-0023","CIV","Civil Judicial Action"
"186","01-1989-0024","CIV","Civil Judicial Action"
"187","01-1989-0026","CIV","Civil Judicial Action"
"188","01-1989-0027","CIV","Civil Judicial Action"
"189","01-1989-0028","CIV","Civil Judicial Action"
"191","01-1989-0030","CIV","Civil Judicial Action"
"192","01-1989-0031","CIV","Civil Judicial Action"
"193","01-1990-0001","PRN","Pre-Referral Negotiation"
"194","01-1990-0002","CIV","Civil Judicial Action"
"195","01-1990-0003","CIV","Civil Judicial Action"
"196","01-1990-0004","CIV","Civil Judicial Action"
"197","01-1990-0006","CIV","Civil Judicial Action"
"198","01-1990-0007","PRN","Pre-Referral Negotiation"
"199","01-1990-0008","PRN","Pre-Referral Negotiation"
"200","01-1990-0009","PRN","Pre-Referral Negotiation"
"201","01-1990-0010","PRN","Pre-Referral Negotiation"
"202","01-1990-0023","CIV","Civil Judicial Action"
"203","01-1990-0024","CIV","Civil Judicial Action"
"204","01-1990-0025","CIV","Civil Judicial Action"
"205","01-1990-0027","CIV","Civil Judicial Action"
"206","01-1990-0029","CIV","Civil Judicial Action"
"207","01-1990-0034","CIV","Civil Judicial Action"
"208","01-1990-0037","PRN","Pre-Referral Negotiation"
"209","01-1990-0039","CIV","Civil Judicial Action"
"210","01-1990-0041","CIV","Civil Judicial Action"
"211","01-1990-0042","CIV","Civil Judicial Action"
"212","01-1990-0043","CIV","Civil Judicial Action"
"213","01-1990-0044","CIV","Civil Judicial Action"
"214","01-1990-0045","CIV","Civil Judicial Action"
"215","01-1990-0046","PRN","Pre-Referral Negotiation"
"217","01-1990-0049","CIV","Civil Judicial Action"
"218","01-1990-0051","CIV","Civil Judicial Action"
"220","01-1990-0053","CIV","Civil Judicial Action"
"221","01-1990-0054","CIV","Civil Judicial Action"
"224","01-1990-0059","CIV","Civil Judicial Action"
"225","01-1991-0001","PRN","Pre-Referral Negotiation"
"226","01-1991-0004","PRN","Pre-Referral Negotiation"
"227","01-1991-0006","PRN","Pre-Referral Negotiation"
"228","01-1991-0007","CIV","Civil Judicial Action"
"229","01-1991-0008","CIV","Civil Judicial Action"
"230","01-1991-0010","CIV","Civil Judicial Action"
"232","01-1991-0012","CIV","Civil Judicial Action"
"233","01-1991-0013","BNK","Bankruptcy"
"234","01-1991-0014","PRN","Pre-Referral Negotiation"
"235","01-1991-0015","PRN","Pre-Referral Negotiation"
"236","01-1991-0016","CIV","Civil Judicial Action"
"237","01-1991-0017","CIV","Civil Judicial Action"
"238","01-1991-0018","CIV","Civil Judicial Action"
"239","01-1991-0019","CIV","Civil Judicial Action"
"240","01-1991-0020","CIV","Civil Judicial Action"
"242","01-1991-0023","CIV","Civil Judicial Action"
"243","01-1991-0024","PRN","Pre-Referral Negotiation"
"244","01-1991-0025","BNK","Bankruptcy"
"245","01-1992-0001","CIV","Civil Judicial Action"
"246","01-1992-0002","PRN","Pre-Referral Negotiation"
"247","01-1992-0003","BNK","Bankruptcy"
"248","01-1992-0004","CIV","Civil Judicial Action"
"249","01-1992-0005","CIV","Civil Judicial Action"
"250","01-1992-0006","CIV","Civil Judicial Action"
"251","01-1992-0007","BNK","Bankruptcy"
"252","01-1992-0008","CIV","Civil Judicial Action"
"253","01-1992-0009","CIV","Civil Judicial Action"
"254","01-1992-0010","CIV","Civil Judicial Action"
"256","01-1993-0002","CIV","Civil Judicial Action"
"257","01-1993-0003","CIV","Civil Judicial Action"
"258","01-1993-0004","PRN","Pre-Referral Negotiation"
"259","01-1993-0005","PRN","Pre-Referral Negotiation"
"261","01-1993-0007","CIV","Civil Judicial Action"
"262","01-1993-0008","CIV","Civil Judicial Action"
"263","01-1993-0010","CIV","Civil Judicial Action"
"264","01-1993-0012","CIV","Civil Judicial Action"
"265","01-1993-0013","CIV","Civil Judicial Action"
"266","01-1993-0015","PRN","Pre-Referral Negotiation"
"267","01-1993-0016","PRN","Pre-Referral Negotiation"
"268","01-1993-0017","BNK","Bankruptcy"
"269","01-1993-0018","CIV","Civil Judicial Action"
"270","01-1993-0019","PRN","Pre-Referral Negotiation"
"273","01-1993-0022","CIV","Civil Judicial Action"
"274","01-1993-0023","CIV","Civil Judicial Action"
"275","01-1993-0024","COL","Collection Action"
"276","01-1993-0025","CIV","Civil Judicial Action"
"277","01-1993-0026","PRN","Pre-Referral Negotiation"
"278","01-1993-0027","CIV","Civil Judicial Action"
"279","01-1993-0028","PRN","Pre-Referral Negotiation"
"280","01-1993-0029","BNK","Bankruptcy"
"281","01-1994-0001","CIV","Civil Judicial Action"
"282","01-1994-0002","CIV","Civil Judicial Action"
"283","01-1994-0003","CIV","Civil Judicial Action"
"284","01-1994-0004","CIC","Civil Contempt"
"285","01-1994-0005","CIV","Civil Judicial Action"
"286","01-1994-0006","PRN","Pre-Referral Negotiation"
"287","01-1994-0007","309G2B","CWA 309G2B AO For Class II Penalties"
"288","01-1994-0008","PRN","Pre-Referral Negotiation"
"289","01-1994-0009","CIV","Civil Judicial Action"
"290","01-1994-0010","BNK","Bankruptcy"
"291","01-1994-0011","CIV","Civil Judicial Action"
"295","01-1994-0017","CIV","Civil Judicial Action"
"296","01-1994-0018","ACC","Access Order"
"297","01-1994-0019","CIV","Civil Judicial Action"
"298","01-1994-0020","CIV","Civil Judicial Action"
"299","01-1994-0021","CIV","Civil Judicial Action"
"300","01-1994-0022","CIV","Civil Judicial Action"
"301","01-1994-0023","CIV","Civil Judicial Action"
"302","01-1994-0024","CIV","Civil Judicial Action"
"303","01-1994-0025","CIV","Civil Judicial Action"
"304","01-1994-0026","BNK","Bankruptcy"
"305","01-1994-0027","CIV","Civil Judicial Action"
"306","01-1994-0028","CIC","Civil Contempt"
"307","01-1994-0029","325","EPCRA 325 Action For Penalty"
"308","01-1995-0001","CIV","Civil Judicial Action"
"309","01-1995-0003","6","TSCA 6 AO For Hazardous Chemicals"
"310","01-1995-0004","309G2A","CWA 309G2A AO For Class I Penalties"
"311","01-1995-0005","16","TSCA 16 Action For Penalty"
"312","01-1995-0006","6","TSCA 6 AO For Hazardous Chemicals"
"313","01-1995-0007","16","TSCA 16 Action For Penalty"
"314","01-1995-0008","6","TSCA 6 AO For Hazardous Chemicals"
"315","01-1995-0009","325","EPCRA 325 Action For Penalty"
"316","01-1995-0010","114","CAA 114 Information Request Letters (Old)"
"317","01-1995-0011","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"318","01-1995-0012","309G2A","CWA 309G2A AO For Class I Penalties"
"319","01-1995-0013","309G2B","CWA 309G2B AO For Class II Penalties"
"320","01-1995-0014","16","TSCA 16 Action For Penalty"
"321","01-1995-0015","16","TSCA 16 Action For Penalty"
"322","01-1995-0016","113D1","CAA 113D1 Action For Penalty"
"323","01-1995-0017","113D1","CAA 113D1 Action For Penalty"
"324","01-1995-0018","15","TSCA 15 AO For Prohibited Acts"
"325","01-1995-0019","309G2B","CWA 309G2B AO For Class II Penalties"
"326","01-1995-0020","6","TSCA 6 AO For Hazardous Chemicals"
"327","01-1995-0021","6","TSCA 6 AO For Hazardous Chemicals"
"328","01-1995-0022","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"329","01-1995-0023","14","FIFRA 14 AO For Comp And Penalties (Old)"
"330","01-1995-0024","113D","CAA 113D Delayed Comp Ord (Old)"
"331","01-1995-0025","6","TSCA 6 AO For Hazardous Chemicals"
"1290","01-2000-0094","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1291","01-2000-0095","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1292","01-2000-0096","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1293","01-2000-0097","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1294","01-2000-0098","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1295","01-2000-0099","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1296","01-2000-0100","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1297","01-2000-0102","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1298","01-2000-0103","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1299","01-2000-0104","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1300","01-2000-0105","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1301","01-2000-0106","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1302","01-2000-0107","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1303","01-2000-0108","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1304","01-2000-0109","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1305","01-2000-0110","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1306","01-2000-0111","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1307","01-2000-0112","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1308","01-2000-0113","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1309","01-2000-0114","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1310","01-2000-0115","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1311","01-2000-0116","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1312","01-2000-0117","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1313","01-2000-0118","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1314","01-2000-0119","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1315","01-2000-0120","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1316","01-2000-0121","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1317","01-2000-0122","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1318","01-2000-0123","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1319","01-2000-0124","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1320","01-2000-0125","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1321","01-2000-0126","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1322","01-2000-0127","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1323","01-2000-0128","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1324","01-2000-0129","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1325","01-2000-0130","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1326","01-2000-0131","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1327","01-2000-0132","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1328","01-2000-0133","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1329","01-2000-0134","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1330","01-2000-0135","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1331","01-2000-0136","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1332","01-2000-0137","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1333","01-2000-0138","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1334","01-2000-0139","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1335","01-2000-0140","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1336","01-2000-0141","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1337","01-2000-0142","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1338","01-2000-0143","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1339","01-2000-0144","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1340","01-2000-0145","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1341","01-2000-0146","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1342","01-2000-0147","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1343","01-2000-0148","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1344","01-2000-0149","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1345","01-2000-0150","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1346","01-2000-0151","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1347","01-2000-0152","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1348","01-2000-0153","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1349","01-2000-0154","14","FIFRA 14 AO For Comp And Penalties (Old)"
"1350","01-2000-0155","CIV","Civil Judicial Action"
"1351","01-2000-0156","CIV","Civil Judicial Action"
"1352","01-2000-0165","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1353","01-2000-0167","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1354","01-2000-0168","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"1355","01-2000-0169","9006FC","RCRA 9006 Field Citation (UST)"
"1356","01-2000-0170","9006FC","RCRA 9006 Field Citation (UST)"
"1357","01-2000-0171","9006FC","RCRA 9006 Field Citation (UST)"
"1358","01-2000-0172","9006FC","RCRA 9006 Field Citation (UST)"
"1359","01-2000-0173","9006FC","RCRA 9006 Field Citation (UST)"
"1360","01-2000-0174","9006FC","RCRA 9006 Field Citation (UST)"
"1361","01-2000-0175","9006FC","RCRA 9006 Field Citation (UST)"
"1362","01-2000-0176","9006FC","RCRA 9006 Field Citation (UST)"
"1363","01-2000-0177","9006FC","RCRA 9006 Field Citation (UST)"
"1364","01-2000-0178","9006FC","RCRA 9006 Field Citation (UST)"
"1365","01-2000-0179","9006FC","RCRA 9006 Field Citation (UST)"
"1366","01-2000-0180","9006FC","RCRA 9006 Field Citation (UST)"
"1367","01-2000-0181","325","EPCRA 325 Action For Penalty"
"1368","01-2000-0182","325","EPCRA 325 Action For Penalty"
"1369","01-2000-0183","325","EPCRA 325 Action For Penalty"
"1374","01-2000-0188","MIS","Misc Proceedings"
"1382","01-2000-0196","325","EPCRA 325 Action For Penalty"
"1383","01-2000-0197","325","EPCRA 325 Action For Penalty"
"1386","01-2000-0200","325","EPCRA 325 Action For Penalty"
"1387","01-2000-0201","309","CWA 309 AO For Compliance (Old)"
"1388","01-2000-0202","122H","CERCLA 122h Agrmt For Cost Recovery"
"1389","01-2000-0203","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"1390","01-2000-0204","CIV","Civil Judicial Action"
"1391","01-2000-0206","113","CAA 113 Notice Of Violation"
"1392","01-2000-0207","BNK","Bankruptcy"
"1393","01-2000-0208","122H","CERCLA 122h Agrmt For Cost Recovery"
"1395","01-2000-0210","CIV","Civil Judicial Action"
"1396","01-2000-0211","16","TSCA 16 Action For Penalty"
"1397","01-2000-0213","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"1398","01-2000-0214","309A","CWA 309A AO For Compliance"
"1399","01-2000-0215","CIV","Civil Judicial Action"
"1400","01-2000-0216","9006FC","RCRA 9006 Field Citation (UST)"
"1401","01-2000-0217","9006FC","RCRA 9006 Field Citation (UST)"
"1402","01-2000-0218","9006FC","RCRA 9006 Field Citation (UST)"
"1403","01-2000-0219","9006FC","RCRA 9006 Field Citation (UST)"
"1404","01-2000-0220","9006FC","RCRA 9006 Field Citation (UST)"
"1405","01-2000-0221","9006FC","RCRA 9006 Field Citation (UST)"
"1406","01-2000-0222","9006FC","RCRA 9006 Field Citation (UST)"
