"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","ENF_CONCLUSION_NMBR","ENF_CONCLUSION_ACTION_CODE","ENF_CONCLUSION_NAME","SETTLEMENT_LODGED_DATE","SETTLEMENT_ENTERED_DATE","SETTLEMENT_FY","PRIMARY_LAW","REGION_CODE","ACTIVITY_TYPE_CODE","FED_PENALTY_ASSESSED_AMT","STATE_LOCAL_PENALTY_AMT","SEP_AMT","COMPLIANCE_ACTION_COST","COST_RECOVERY_AWARDED_AMT"
"3600661256","04-2015-5751","3600031581","1","ACO","NC STATE NATURAL RESOURCES FOUNDATION/BOARD OF TRUSTEES-ENDOWMENT FUND-NC STATE UNIVERSITY-HOFMANN F",,"03/04/2016","2016","CWA","04","AFR",,,,"604802",
"3600661473","06-2016-1739","3600031592","1","ACO","Enterprise Products",,"02/26/2016","2016","CWA","06","AFR",,,,"5000",
"2600092456","05-2012-1003","3600033023","3","AAO","PEOPLES GAS ADMIN ORDER ON CONSENT (CERCLA)",,"04/20/2016","2016","CERCLA","05","AFR",,,,"15000000",
"3600751641","09-2016-3502","3600035274","1","ACO","Pitman Farms, Inc",,"06/06/2016","2016","CAA","09","AFR",,,,"8400000",
"3600698396","02-2016-3034","3600032864","1","ACO","City of Newburgh",,"04/12/2016","2016","CWA","02","AFR",,,,"0",
"3600855085","02-2017-7901","3600040196","1","APO","Waste Management of New York, LLC et al.",,"10/25/2016","2017","RCRA","02","AFR","70",,,"1100",
"3600819238","04-2016-9160","3600037802","1","ECI","ARCH CHEMICALS INC.",,"09/22/2016","2016","FIFRA","04","AFR",,,,"0",
"3600819320","08-2016-0103","3600037828","1","ACO","BROKEN ARROW RANCH",,"09/29/2016","2016","SDWA","08","AFR",,,,"40",
"3600682360","03-2016-0059","3600032495","1","APO","SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY (5 FACILITIES)(SEPTA CALLOWHILL GARAGE)",,"03/30/2016","2016","RCRA","03","AFR","116843",,,"20000",
"3600482406","04-2014-9111","3600027615","1","NOD","FEDERAL CORRECTIONAL COMPLEX BUTNER",,"11/23/2015","2016","CAA","04","AFR",,,,"0",
"3600676218","10-2016-0081","3600035446","1","APO","Coastal Manufacturing, Inc.",,"07/08/2016","2016","EPCRA","10","AFR","5000",,,"0",
"3600766559","09-2016-7013","3600035790","1","APO","Rainbow Waterproofing & Restoration Co. ESA",,"04/15/2016","2016","TSCA","09","AFR","2000",,,"300",
"3600806933","02-2016-7967","3600037243","1","APO","Town of Belfast, NY",,"09/15/2016","2016","RCRA","02","AFR","210",,,"1507",
"18158","03-1998-0246","3600038596","17","EFO","MARINE CORPS COMBAT DEVELOPMENT COMMAND (MCCDC) OU-24",,"04/11/2016","2016","CERCLA","03","AFR",,,,"415529",
"3600746187","04-2016-4509","3600035070","1","APO","PINE BLUFF SAND AND GRAVEL COMPANY",,"06/14/2016","2016","CWA","04","AFR","38397",,,"0",
"3600674192","04-2016-9003","3600038945","1","CDC","HRK INDUSTRIES (BNK) (fka PINEY POINT) ","07/18/2016","07/18/2016","2016","CERCLA","04","JDC",,,,"0",
"3600427456","02-2016-7901","3600026180","1","APO","MOTL Services Corp. et al.",,"11/03/2015","2016","RCRA","02","AFR","630",,,"1720",
"3600471203","06-2015-4321","3600027253","1","APO","Watchman Schroeder",,"12/07/2015","2016","CWA","06","AFR","1800",,,"2395",
"3600843433","02-2017-3011","3600039337","1","ACO","High Hope Farm, LLC",,"10/18/2016","2017","CWA","02","AFR",,,,"4720.84",
"3600843436","06-2016-0953","3600039338","1","APO","Dal-Tile Corporation",,"10/24/2016","2017","RCRA","06","AFR","53900",,,"10000",
"3600850257","07-2017-0014","3600039818","1","APO","ROCK NL TRUCKING, INC",,"11/07/2016","2017","CWA","07","AFR","2275",,,"300",
"3600174021","EF-2015-8171","3600017980","1","APO","Astra Oil",,"04/30/2015","2015","CAA","EF","AFR","8389",,,"51789",
"3600728907","07-2016-0170","3600034324","1","APO","FORT SCOTT CONOCO",,"05/23/2016","2016","RCRA","07","AFR","630",,,"1968.45",
"3600115309","01-2015-1506","3600035488","1","CDC","NEWPORT BIODIESEL INC","06/01/2016","07/12/2016","2016","CAA","01","JDC","396000",,,"367500",
"3600399510","04-2015-1583","3600024986","1","ACO","ROANE METALS GROUP (COE ACO)",,"09/29/2015","2015","CAA","04","AFR",,,,"5000",
"3600771250","02-2016-2014","3600035894","1","ACO","Carrier Corporation et al.",,"07/21/2016","2016","CERCLA","02","AFR",,,,"1300000",
"2600055088","02-2011-0009","3600024293","1","CDC","Virgin Islands Water and Power Authority - Krum Bay","09/24/2015","09/30/2016","2016","CAA","02","JDC","1300000",,,"85000000",
"1800013412","EF-2009-0009","3600017542","1","CDC","Marathon Petroleum","05/19/2015","07/02/2015","2015","CAA","EF","JDC","2900000",,,"3000000",
"3600810696","09-2016-4026","3600037508","1","ECI","Food Castle, Inc. - Phosphone Denial",,"06/29/2016","2016","FIFRA","09","AFR",,,,"0",
"15933","03-1992-0348","3600038577","9","EFO","YORKTOWN NAVAL WEAPONS STATION OU-19 (Site 24)",,"03/23/2016","2016","CERCLA","03","AFR",,,,"1680000",
"3600677471","05-2016-0032","3600032291","1","APO","SHARDA USA LLC",,"03/29/2016","2016","FIFRA","05","AFR","7500",,,"0",
"3600678063","04-2016-4771","3600032314","1","ACO","ANDREW H. HOLT, dba A&E LIVESTOCK",,"03/17/2016","2016","CWA","04","AFR",,,,"20000",
"3600703913","10-2016-0094","3600033049","1","ECI","Hydro-Photon, Inc",,"04/28/2016","2016","FIFRA","10","AFR",,,,"5000",
"3600912640","04-2016-3138","3600043453","1","APO","MEMPHIS POOL SUPPLY, INC.",,"01/19/2017","2017","FIFRA","04","AFR","8250",,,"100",
"3600811359","05-2016-5060","3600037545","1","APO","HARRISON STEEL CASTING",,"09/26/2016","2016","CAA","05","AFR","15191",,"59676","0",
"3600834959","10-2017-0024","3600043545","1","APO","WILSON OIL INC D/B/A WILCOX & FLEGEL OIL CO LONGVIEW TERMINAL - CONSENT AGREEMENT & FINAL ORDER",,"01/23/2017","2017","CWA","10","AFR","44069",,"125000","300000",
"3600956219","02-2017-7916","3600043976","1","APO","David W. Slocum, Inc. et al.",,"02/07/2017","2017","RCRA","02","AFR","630",,,"5000",
"3600898319","04-2017-8002","3600042998","1","APO","DOMTAR PAPER COMPANY, LLC",,"12/20/2016","2017","CAA","04","AFR","2300",,,"100",
"3400166028","03-2013-7022","3600043149","1","CDC","DINOS, GUS, ET. AL.(GEORGIA AVENUE PCE SITE)","12/19/2016","02/23/2017","2017","CERCLA","03","JDC","5000",,,"0","2089424.03"
"3600675340","06-2016-1761","3600043215","1","APO","Plaquemnes Parish Governement (Belle Chasse)",,"12/29/2016","2017","CWA","06","AFR","1000",,,"1000",
"3600964745","02-2017-3101","3600044239","1","ACO","V.I. Housing Finance Authority et al. (Whispering Hills at Estate Donoe)",,"01/06/2017","2017","CWA","02","AFR",,,,"60000",
"3601029089","03-2017-8349","3600046109","1","APO","ESA for Musser Bros, Inc.",,"04/04/2017","2017","CAA","03","AFR","16500",,,"85730",
"3601029291","08-2017-0045","3600046168","1","ACO","Black Mountain Properties LLC",,"04/26/2017","2017","SDWA","08","AFR",,,,"1000",
"3600905728","06-2017-0906","3600043162","1","APO","CHI St. Vincent Hot Springs",,"01/04/2017","2017","RCRA","06","AFR","105000",,,"5000",
"3600898670","04-2016-2026","3600043011","1","APO","SHELL CHEMICAL LP",,"12/20/2016","2017","EPCRA","04","AFR","4323",,"18084","100",
"3600911254","03-2017-0054","3600043400","1","ACO","STABILUS, INC. ET AL (NORTH PENN AREA 5 - OU2)",,"01/04/2017","2017","CERCLA","03","AFR",,,,"1500000",
"3600388901","05-2015-5075","3600024315","1","ACO","GLENN HUNTER - ACO",,"09/22/2015","2015","CAA","05","AFR",,,,"92000",
"3600995462","06-2017-1214","3600045016","1","ACO","Klondike Independent School District",,"03/29/2017","2017","SDWA","06","AFR",,,,"0",
"3600995474","06-2017-1219","3600045019","1","ACO","MILLERVIEW-DOOLE WSC",,"03/29/2017","2017","SDWA","06","AFR",,,,"0",
"3000066764","03-2012-7028","3600044620","3","CDC","COSOLA, MICHAEL (TWIN CITIES IRON & METAL)","03/13/2017","04/24/2017","2017","CERCLA","03","JDC",,,,"15000",
"3600236350","09-2015-1514","3600044325","1","CDC","Matson Terminals, Inc.","02/24/2017","02/24/2017","2017","CWA","09","JDC","725000",,,"0",
"3601012753","05-2017-0030","3600045433","1","APO","Bolduc and Sons, Inc ESA",,"04/21/2017","2017","FIFRA","05","AFR","300",,,"0",
"3600952388","01-2017-2006","3600043884","1","APO","BILLINGS DIESEL & MARINE SERVICES INC",,"11/10/2016","2017","CWA","01","AFR","41000",,,"25250",
"3600982958","05-2017-7405","3600044651","1","APO","BASF Corporation (Wyandotte MI) CAFO",,"03/08/2017","2017","CERCLA","05","AFR","16588",,"62289.65","0",
"3601046281","10-2017-0127","3600046929","1","APO","AV Center",,"05/04/2017","2017","RCRA","10","AFR","490",,,"500",
"3600167449","06-2015-1130","3600027614","1","ACO","XUTAPA PROPERTIES, LLC",,"01/11/2016","2016","SDWA","06","AFR",,,,"81891",
"3600983007","05-2017-4609","3600044658","1","ACO","Fountain Valley Mobile Home Park IL0195945",,"03/07/2017","2017","SDWA","05","AFR",,,,"12000",
"3601000613","05-2017-5029","3600045136","1","APO","RUST-OLUEM - APO/CAFO",,"03/30/2017","2017","CAA","05","AFR","181000",,,"1450000",
"3600907187","05-2017-2002","3600043267","2","APO","Marathon Ogden Dunes",,"12/12/2016","2017","RCRA","05","AFR","840",,,"0",
"3600922569","04-2010-9201","3600043646","1","NOD","COLUMBIA COLLEGE",,"01/20/2017","2017","CAA","04","AFR","0",,,"0",
"3600980211","07-2017-0089","3600044589","1","APO","ADVANTES DEVELOPMENT LLC",,"03/07/2017","2017","TSCA","07","AFR","1000",,,"0",
"3600987017","05-2017-7407","3600044793","1","APO","Advanced Micronutrient Products, Inc. a/k/a Reese Micronutrient ESA",,"03/16/2017","2017","CAA","05","AFR","1800",,,"0",
"3600966441","06-2017-1209","3600044262","1","ACO","Riviera Water System",,"02/16/2017","2017","SDWA","06","AFR",,,,"0",
"3600982873","02-2017-7923","3600044649","1","APO","DeGraff Memorial Hospital",,"02/28/2017","2017","RCRA","02","AFR","250",,,"1200",
"3601049468","06-2016-4852","3600047188","1","APO","PSC Industrial Outsourcing",,"05/17/2017","2017","CWA","06","AFR","87600",,,"87600",
"3602303202","02-2020-7102","3600237459","1","APO","Jersey City Medical Center",,"07/28/2020","2020","RCRA","02","AFR","40000",,,"6500",
"3600987554","04-2016-3136","3600044814","1","APO","WATER SERVICES, INC.",,"03/13/2017","2017","FIFRA","04","AFR","1650",,,"100",
"3601010473","02-2017-8007","3600045353","1","ACO","Stillwater Village",,"03/06/2017","2017","SDWA","02","AFR",,,,"1000",
"3601010487","02-2017-8008","3600045354","1","ACO","Town of Stillwater",,"03/06/2017","2017","SDWA","02","AFR",,,,"1000",
"3601010554","03-2017-0121","3600045357","1","APO","CLEARON CORPORATION",,"04/13/2017","2017","CERCLA","03","AFR","22620",,,"22620",
"3600364436","08-2015-0102","3600044599","1","CDC","SLAWSON EXPLORATION","12/01/2016","02/06/2017","2017","CAA","08","JDC","2100000",,,"4100000",
"3600819227","05-2016-1025","3600044931","1","CDC","NORTH SHORE GAS SOUTH PLANT - CONSENT DECREE","11/16/2016","02/13/2017","2017","CERCLA","05","JDC",,,,"10600000",
"3600975724","06-2017-3506","3600046269","1","APO","City of Donna WWTP",,"04/19/2017","2017","CAA","06","AFR","1680",,,"0",
"3600887962","03-2017-0013","3600042761","1","ACO","STONE ENERGY CORPORATION (LANTZ #9 BUFFALO RUN STREAM CROSSING)",,"11/28/2016","2017","CWA","03","AFR",,,,"1500",
"3600907126","08-2017-0015","3600043238","1","APO","SOLID GROUND HOMES, LLC",,"12/06/2016","2017","TSCA","08","AFR","18000",,,"300",
"3600911281","05-2017-9902","3600043404","1","APO","Regal Finishing Company",,"01/10/2017","2017","RCRA","05","AFR","25922",,,"0",
"3600826637","10-2017-0016","3600043235","1","APO","Circle K Stores, Inc., 6029 - ESA Pilot",,"01/05/2017","2017","RCRA","10","AFR","2550",,,"150",
"3600910861","02-2017-4102","3600043374","1","APO","Spectrum Laboratory Products, Inc.",,"01/13/2017","2017","EPCRA","02","AFR","11600",,"43500","3400",
"3600935095","10-2017-0064","3600044278","1","APO","Joint Base Elmendorf-Richardson (FF)",,"02/22/2017","2017","RCRA","10","AFR","81310",,"200000","0",
"3601012893","03-2017-0116","3600045444","1","APO","RELIANCE TREATED WOOD, INC.",,"04/20/2017","2017","RCRA","03","AFR","69000",,,"5000",
"3601022958","05-2017-7416","3600045669","1","APO","Grecian Delight Foods, Inc. - ESA",,"04/28/2017","2017","CAA","05","AFR","5820",,,"0",
"3601028757","04-2016-2030","3600046063","1","APO","U. S. AGRI-CHEMICALS CORPORATION",,"05/04/2017","2017","EPCRA","04","AFR","11505",,,"100",
"3601035347","07-2017-0328","3600046356","1","APO","ROCK COUNTY AGRONOMY SERVICES",,"05/08/2017","2017","CAA","07","AFR","8560",,,"5093.82",
"3600886788","06-2016-4818","3600042699","1","APO","Baker Hughes Oilfield Operations, Inc.",,"11/17/2016","2017","CWA","06","AFR","6369",,,"337",
"3600986940","07-2017-0300","3600044790","1","APO","M&R HOLDINGS, LLC",,"03/13/2017","2017","CWA","07","AFR","8350",,,"0",
"3600997480","07-2017-0101","3600045063","1","APO","CENTRIC PROJECTS",,"04/05/2017","2017","TSCA","07","AFR","1000",,,"0",
"3601004398","07-2017-0321","3600045231","1","ACO","DONALD R PURK DBA PURK'S AUTO & RECYCLING",,"04/05/2017","2017","CWA","07","AFR",,,,"5020",
"3600013762","05-2015-5004","3600001024","1","APO","DUKE ENERGY CORPORATION (FORMERLY PSI ENERGY - GIBSON)",,"11/04/2014","2015","CAA","05","AFR","199000",,,"0",
"3600094824","05-2015-5030","3600009060","1","APO","CYCLE MET - APO/CAFO",,"03/13/2015","2015","CAA","05","AFR","25000",,,"0",
"3600655710","06-2016-1704","3600043947","1","APO","Mesquite, City of",,"02/07/2017","2017","CWA","06","AFR","8333",,,"0",
"3600965193","07-2017-0082","3600044242","1","APO","PENDER GRAIN, INC",,"02/21/2017","2017","FIFRA","07","AFR","4492",,,"0",
"3600989100","05-2017-7408","3600044853","1","APO","Safety-Kleen Systems, Inc. (East Chicago IN) CAFO",,"03/08/2017","2017","CERCLA","05","AFR","39384",,,"0",
"3601028963","05-2017-0039","3600046077","1","APO","Deepland Supply (ESA/FO)",,"05/04/2017","2017","FIFRA","05","AFR","300",,,"0",
"3600831946","10-2017-0002","3600042653","1","APO","PENINSULA TRUCK LINES INC - CONSENT AGREEMENT AND FINAL ORDER",,"12/09/2016","2017","CWA","10","AFR","36800",,,"8204",
"3600988623","04-2017-2003","3600044843","1","APO","POLYONE CORPORATION",,"03/09/2017","2017","EPCRA","04","AFR","48905",,,"100",
"3601006272","05-2017-0026","3600045245","1","APO","Earth Laboratories",,"12/23/2016","2017","FIFRA","05","AFR","5792",,,"0",
"3601012199","08-2017-0043","3600045411","1","ACO","Paint Rock Canyon Enterprises LLC",,"03/10/2017","2017","SDWA","08","AFR",,,,"30",
"3600961169","06-2017-3310","3600044064","1","APO","Syngenta Crop RMP CAFO",,"12/20/2016","2017","CAA","06","AFR","124000",,,"0",
"3600952389","07-2017-0073","3600043883","1","APO","D A BATES PAINTING, INC",,"02/07/2017","2017","TSCA","07","AFR","292.76",,,"0",
"3600910278","03-2017-0001","3600043366","1","APO","GLOBAL TUNGSTEN POWDERS CORP",,"12/02/2016","2017","EPCRA","03","AFR","22281",,,"1500",
"3601044276","09-2017-4006","3600046649","1","APO","Wonder Farm, Inc.",,"05/10/2017","2017","FIFRA","09","AFR","26730",,,"0",
"3600834677","10-2017-0023","3600043820","1","APO","WOODGRAIN MILLWORK INC - CONSENT AGREEMENT AND FINAL ORDER",,"02/02/2017","2017","CWA","10","AFR","60000",,,"7000",
"3600831928","10-2017-0020","3600042886","1","APO","SILVASTAR FOREST PRODUCTS LLC - CONSENT AGREEMENT AND FINAL ORDER",,"12/23/2016","2017","CWA","10","AFR","34500",,,"2050",
"3600907202","06-2017-0909","3600043250","1","APO","E. W. Johnson Company, Inc.",,"12/13/2016","2017","RCRA","06","AFR","57192",,,"5000",
"3600994605","07-2017-0311","3600044989","1","APO","DARNELL'S COUNTRY CONVENIENCE",,"04/03/2017","2017","CWA","07","AFR","725",,,"2500",
"3600886750","02-2017-8002","3600042696","1","ACO","City of Camden et al.",,"11/18/2016","2017","SDWA","02","AFR",,,,"7500",
"3600886762","04-2016-4517","3600042698","1","APO","BAE SYSTEMS ORDNANCE SYSTEMS, INC.",,"12/08/2016","2017","CWA","04","AFR","168750",,,"0",
"3600988957","02-2017-9283","3600044850","1","APO","Green Island Group, Inc.",,"03/07/2017","2017","TSCA","02","AFR","1000",,,"50",
"3600991140","06-2017-1213","3600044920","1","ACO","Klondike ISD",,"03/14/2017","2017","SDWA","06","AFR",,,,"0",
"3600854475","05-2017-5005","3600040138","1","APO","BIG RIVER RESOURCES GALVA - APO/CAFO",,"11/09/2016","2017","CAA","05","AFR","23915",,,"0",
"3600801905","06-2016-0926","3600036842","1","APO","Texas A&M University - kingsville Citrus Center",,"08/11/2016","2016","RCRA","06","AFR","20394",,,"10000",
"3600966520","08-2017-0023","3600044267","1","ACO","Quartz Hill Tailings Pile",,"01/30/2017","2017","CERCLA","08","AFR",,,,"0",
"3600956320","10-2017-0072","3600044597","1","ACO","Concentrates, Inc",,"02/23/2017","2017","FIFRA","10","AFR",,,,"100",
"3600681329","07-2016-0110","3600043859","1","CDC","CITY OF PRETTY PRAIRIE, KANSAS","01/13/2017","05/22/2017","2017","SDWA","07","JDC","1500",,,"0",
"3600858034","10-2017-0032","3600042734","1","APO","Larry Boyer Land and Cattle",,"12/09/2016","2017","FIFRA","10","AFR","1760",,,"5000",
"3600846265","06-2016-0941","3600039523","1","APO","Vetco Gray, Inc.",,"10/11/2016","2017","RCRA","06","AFR","94000",,,"5000",
"3600804620","09-2016-2510","3600045125","1","CDC","UNITED STATES V. WESTROCK CP, LLC PAST COST CD","10/31/2016","01/09/2017","2017","CERCLA","09","JDC",,,,"0","2800000"
"3600980312","05-2017-5022","3600044595","1","ACO","FERRARA PAN CANDY CO - ACO",,"01/09/2017","2017","CAA","05","AFR",,,,"22000",
"3600825627","EF-2016-8274","3600044203","1","APO","Suzuki",,"11/08/2016","2017","CAA","EF","AFR","2054924",,,"0",
"3600858581","10-2017-0033","3600044722","1","APO","Oregon Scientific, Inc.",,"03/13/2017","2017","FIFRA","10","AFR","4320",,,"0",
"3600965348","05-2017-0020","3600044245","1","APO","MAKTESHIM AGAN OF NORTH AMERICA DBA ADAMA",,"02/07/2017","2017","FIFRA","05","AFR","8251",,,"0",
"3601002229","01-2017-2011","3600045170","1","ACO","BRIDGEWATER WWTP",,"04/06/2017","2017","CWA","01","AFR",,,,"31100000",
"3600809465","05-2016-0311","3600037464","1","ACO","J and V Probst Pork, Inc.",,"08/05/2016","2016","CWA","05","AFR",,,,"0",
"3600885477","04-2016-2028","3600042674","1","APO","DYSTAR L.P.",,"12/08/2016","2017","EPCRA","04","AFR","61875",,,"100",
"3600986057","06-2017-0313","3600044770","1","ACO","Pan Asian Chemicals",,"03/09/2017","2017","FIFRA","06","AFR",,,,"1500",
"3400291335","05-2014-5059","3400021942","1","ACO","ALLIED IRON AND STEEL CO",,"09/19/2014","2014","CAA","05","AFR",,,,"5000",
"3600971471","07-2017-0086","3600044403","1","APO","OHP, INC",,"02/28/2017","2017","FIFRA","07","AFR","11997",,,"0",
"3600820523","01-2016-1017","3600044540","1","APO","RBF FROZEN DESSERTS LLC",,"03/07/2017","2017","CAA","01","AFR","5000",,,"0",
"3600809405","04-2016-9009","3600046557","1","CDC","GULFSTREAM PARK RACING ASSOCIATION, INC. (04-2017-C007)","04/27/2017","04/28/2017","2017","CWA","04","JDC","456500",,,"0",
"3600477277","05-2016-5007","3600027420","1","APO","PILKINGTON NORTH AMERICA - APO/CAFO",,"01/06/2016","2016","CAA","05","AFR","93073",,,"0",
"3601012759","05-2017-6001","3600045436","1","APO","City of Blaine - Consent Agreement Final Order",,"04/21/2017","2017","CWA","05","AFR","20000",,,"0",
"3600908336","06-2017-1715","3600043293","1","ACO","Fort Bend County MUD #58",,"12/29/2016","2017","CWA","06","AFR",,,,"5000",
"3600914437","06-2017-1719","3600043575","1","ACO","City of Santa Fe",,"01/23/2017","2017","CWA","06","AFR",,,,"4000",
"3600112590","06-2015-1738","3600010145","1","ACO","Administrative Order for Webb County",,"03/26/2015","2015","CWA","06","AFR",,,,"2000",
"3600956226","02-2017-7917","3600043978","1","APO","Frank's Independent Service, Inc. et al.",,"02/07/2017","2017","RCRA","02","AFR","250",,,"120",
"3601027758","10-2017-0114","3600046588","1","ACO","COLUMBIA RIVER MYSTERY SHEEN, COLEMAN OIL CO LLC - ADMIN ORDER ON CONSENT FOR REMOVAL ACTIVITIES ",,"05/05/2017","2017","CWA","10","AFR",,,,"240000",
"3600884934","06-2017-3309","3600042648","1","APO","Tabula Rasa/ESSAU CAFO",,"12/06/2016","2017","CAA","06","AFR","44500",,,"0",
"3600912832","02-2017-7911","3600043461","1","APO","A-N-W EZ Mart #2 et al.",,"01/19/2017","2017","RCRA","02","AFR","340",,,"1120",
"3600728837","03-2016-0124","3600034321","1","APO","WILLIAM OHIO VALLEY MIDSTREAM, LLC (FORT BEELER GAS PROCESSING PLANT)",,"04/26/2016","2016","CAA","03","AFR","140000",,,"0",
"3600895525","06-2017-4504","3600042866","1","APO","Benchmark Oil & Gas / Mose Granger Lease",,"11/17/2016","2017","CWA","06","AFR","5000",,,"518000",
"3600143290","06-2015-1790","3600017602","1","ACO","Van Buren, City of",,"07/09/2015","2015","CWA","06","AFR",,,,"200",
"3601023058","02-2016-2019","3600045728","1","AOC","Genesco Inc.",,"04/26/2017","2017","CERCLA","02","AFR",,,,"0","1500000"
"3600888342","02-2017-3026","3600042773","1","ACO","The Ontario Knife Company",,"12/14/2016","2017","CWA","02","AFR",,,,"100",
"3600994785","06-2017-1744","3600044999","1","ACO","Total Petrochemicals, USA, Inc.",,"03/27/2017","2017","CWA","06","AFR",,,,"3000",
"3600997387","03-2017-0085","3600045061","1","APO","AMUNEAL MANUFACTURING CORPORATION",,"03/30/2017","2017","EPCRA","03","AFR","24831",,,"1500",
"3600738654","04-2016-5505","3600034826","1","APO","LAKELAND TANGO FL, LLC",,"05/10/2016","2016","CWA","04","AFR","12500",,,"0",
"2200019618","03-2010-7015","3600043245","1","CDC","GREER INDUSTRIES, ET. AL. (PIKEWOOD NATIONAL GOLF COURSE)","01/09/2017","03/29/2017","2017","CWA","03","JDC","900000","900000",,"4800000",
"3600912342","03-2017-0039","3600043435","1","APO","RAPPAHANNOCK SUPPLY CO.",,"01/17/2017","2017","FIFRA","03","AFR","0",,,"0",
"3600964385","05-2017-5018","3600044225","1","APO","EES COKE BATTERY, LLC",,"01/31/2017","2017","CAA","05","AFR","154000",,,"0",
"3600972404","05-2017-1001","3600044439","1","ACO","TITTABAWASSEE RIVER - ADMIN SETTLEMENT AGREEMENT (CERCLA)",,"02/08/2017","2017","CERCLA","05","AFR",,,,"6000000",
"3600152174","05-2015-5046","3600015411","1","APO","POET BIOREFINING FOSTORIA - APO/CAFO",,"06/09/2015","2015","CAA","05","AFR","120000",,,"0",
"3600969167","02-2017-7920","3600044316","1","APO","Keith Titus Corp., et al.",,"02/22/2017","2017","RCRA","02","AFR","250",,,"120",
"3600886068","07-2017-0033","3600042684","1","APO","LAYMON OIL II, NUSZ LEASE",,"12/07/2016","2017","CWA","07","AFR","2825",,,"2825",
"3600911143","08-2017-0017","3600043390","1","ACO","Chippewa-Cree Tribe",,"12/23/2016","2017","SDWA","08","AFR",,,,"73062",
"3600886607","04-2017-2002","3600042694","1","APO","ARIZONA CHEMICAL COMPANY LLC",,"12/13/2016","2017","EPCRA","04","AFR","4480",,,"100",
"3600953584","10-2017-0070","3600043905","1","APO","Arctic Shell",,"01/10/2017","2017","RCRA","10","AFR","630",,,"5300",
"3600965628","06-2017-3334","3600044255","1","APO","Shell Tech Center (Global) GDC CAFO",,"02/13/2017","2017","CAA","06","AFR","36000",,,"0",
"3600973772","02-2017-3036","3600044457","1","ACO","Ben Weitsman of Syracuse, LLC",,"02/08/2017","2017","CWA","02","AFR",,,,"100000",
"3601011988","05-2017-9908","3600045409","1","APO","Precision Coatings Inc.",,"04/19/2017","2017","RCRA","05","AFR","223800",,"36500","0",
"3600182085","06-2015-1727","3600018944","1","ACO","Mesquite, City of",,"05/26/2015","2015","CWA","06","AFR",,,,"5000",
"3601150474","04-2017-2011","3600052222","1","APO","STEELFAB, INC.",,"08/01/2017","2017","EPCRA","04","AFR","487380",,,"100",
"3601154664","04-2017-9119","3600052337","1","ECI","FAR EAST BROKERS AND CONSULTANTS",,"03/09/2017","2017","FIFRA","04","AFR",,,,"0",
"3601173110","04-2017-9152","3600057270","1","ECI","AMCO CUSTOMS BROKERAGE CO., INC.",,"08/22/2017","2017","FIFRA","04","AFR",,,,"0",
"3601068497","04-2017-9816","3600048433","1","APO","BOONE'S GROCERY",,"06/06/2017","2017","RCRA","04","AFR","80",,,"0",
"3601068510","04-2017-9817","3600048448","1","APO","CAROLINA MINI MARKET",,"06/06/2017","2017","RCRA","04","AFR","780",,,"9000",
"3601068538","04-2017-1630","3600048451","1","ACO","A&E AUTO BODY, INC.",,"05/05/2017","2017","CAA","04","AFR",,,,"100",
"3601290264","02-2018-7907","3600064238","1","APO","F&D of Rochester Inc. et al.",,"10/12/2017","2018","RCRA","02","AFR","250",,,"500",
"3601068550","05-2017-0035","3600048453","1","APO","Miron Masonry CAFO",,"05/22/2017","2017","TSCA","05","AFR","100",,,"0",
"3601092652","06-2017-4314","3600050944","1","APO","Citation Oil & Gas Corporation",,"06/16/2017","2017","CWA","06","AFR","600",,,"600",
"3600815605","06-2016-0313","3600037697","1","APO","B&Y Pest Control, Inc.",,"09/28/2016","2016","FIFRA","06","AFR","14000",,,"2800",
"3601167290","06-2017-3319","3600057064","1","APO","Alon USA, LP RMP CAFO",,"09/05/2017","2017","CAA","06","AFR","46875",,"168750","0",
"3601066139","10-2017-0123","3600048270","1","ACO","Bunker Hill (Placer Mining Co. UAO)",,"05/31/2017","2017","CERCLA","10","AFR",,,,"1000000",
"3601068325","04-2017-9815","3600048412","1","APO","BOONE'S GROCERY",,"06/06/2017","2017","RCRA","04","AFR","490",,,"0",
"3601175244","05-2017-0117","3600059724","1","ANP","Highland Chemical dba Ag Tech of Shannon NOW (048876-IL-002)",,"06/20/2017","2017","FIFRA","05","AFR",,,,"0",
"3601066598","10-2017-0139","3600048285","1","APO","AV Center",,"05/30/2017","2017","RCRA","10","AFR","490",,,"5000",
"3601152732","09-2017-1005","3600052275","1","APO","The E-Land Group, Micronesia Resort, Inc. ( Kensington Hotel Saipan )",,"08/23/2017","2017","CWA","09","AFR","1325",,,"4000",
"3601066390","05-2017-0051","3600048276","1","APO","Hicksville Grain Company (ESA/FO)",,"06/01/2017","2017","FIFRA","05","AFR","1600",,,"0",
"3601083379","04-2010-9150","3600050053","1","NOD","MORRIS COLLEGE",,"06/23/2017","2017","CAA","04","AFR",,,,"0",
"3601148304","04-2017-3461","3600052188","1","ECI","CASE LABORATORIES, INC.",,"04/05/2017","2017","FIFRA","04","AFR",,,,"0",
"3600828711","01-2016-0013","3600047934","1","CDC","CALLAHAN MINE","01/06/2017","04/18/2017","2017","CERCLA","01","JDC",,,,"0","0"
